PST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2011-08-02,101,84,67,58,50,37,59,36,12,29.94,29.86,29.78,10,10,10,13,6,16.0,0.00,1,,296<br />
2011-08-03,100,84,67,56,50,36,53,32,11,29.83,29.79,29.72,10,10,10,12,4,17.0,0.00,0,,294<br />
2011-08-04,93,78,62,58,51,46,72,47,21,29.92,29.87,29.82,10,10,10,12,6,15.0,0.00,0,,310<br />
2011-08-05,95,79,63,57,54,47,73,46,19,29.92,29.87,29.81,10,10,10,14,5,16.0,0.00,0,,306<br />
2011-08-06,97,82,66,58,54,45,73,45,17,29.91,29.87,29.83,10,10,9,13,5,16.0,0.00,0,,308<br />
2011-08-07,96,81,65,58,54,44,73,46,19,29.94,29.88,29.83,10,10,10,14,7,16.0,0.00,0,,307<br />
2011-08-08,98,81,64,58,52,43,78,47,16,29.93,29.87,29.81,10,10,10,13,5,17.0,0.00,0,,308<br />
2011-08-09,99,82,65,56,49,30,68,39,9,29.87,29.82,29.75,10,10,10,13,4,17.0,0.00,0,,305<br />
2011-08-10,100,84,67,56,50,39,61,37,13,29.84,29.79,29.73,10,10,10,10,3,14.0,0.00,0,,301<br />
2011-08-11,96,81,65,58,53,44,68,44,20,29.89,29.84,29.81,10,10,10,13,6,,0.00,0,,297<br />
2011-08-12,97,81,65,57,53,47,59,39,19,29.91,29.86,29.81,10,10,10,13,5,18.0,0.00,4,,306<br />
2011-08-13,100,85,69,59,54,41,66,41,16,29.87,29.83,29.76,10,10,9,8,3,14.0,0.00,4,,298<br />
2011-08-14,100,85,70,55,45,36,47,30,12,29.89,29.84,29.8,10,10,10,16,8,21.0,0.00,1,,311<br />
2011-08-15,98,81,64,50,44,34,52,32,11,29.91,29.85,29.8,10,10,10,13,4,15.0,0.00,0,,314<br />
2011-08-16,98,82,65,53,48,36,58,36,13,29.91,29.88,29.84,10,10,10,13,5,17.0,0.00,0,,303<br />
2011-08-17,98,83,67,55,50,37,63,38,13,30.0,29.93,29.87,10,10,10,14,4,17.0,0.00,4,,305<br />
2011-08-18,98,83,67,55,50,37,59,36,12,29.95,29.88,29.81,10,10,10,12,4,,0.00,1,,305<br />
2011-08-19,97,82,67,54,47,36,56,35,13,29.86,29.8,29.73,10,10,10,10,4,,0.00,0,,316<br />
2011-08-20,93,77,61,55,52,46,78,50,21,29.86,29.81,29.76,10,10,10,12,5,,0.00,0,,301<br />
2011-08-21,93,78,62,57,53,47,78,50,21,29.93,29.89,29.84,10,10,10,13,6,15.0,0.00,0,,311<br />
2011-08-22,95,79,63,58,53,47,78,49,20,29.98,29.93,29.87,10,10,10,13,7,17.0,0.00,3,,305<br />
2011-08-23,99,83,67,55,52,47,63,41,18,29.93,29.87,29.79,10,10,10,10,4,,0.00,2,,296<br />
2011-08-24,102,87,71,61,52,44,61,38,15,29.9,29.84,29.77,10,10,6,10,3,15.0,0.00,1,,291<br />
2011-08-25,99,84,69,55,51,48,51,36,20,29.88,29.82,29.75,10,10,10,12,6,15.0,0.00,0,,292<br />
2011-08-26,100,85,70,60,57,52,61,41,21,29.87,29.83,29.79,10,10,10,9,3,21.0,0.00,4,,295<br />
2011-08-27,104,89,74,59,54,49,50,33,16,29.91,29.86,29.8,10,10,10,9,4,,0.00,3,,300<br />
2011-08-28,102,87,71,56,53,48,57,38,18,29.88,29.83,29.75,10,10,10,12,4,15.0,0.00,0,,303<br />
2011-08-29,102,85,68,58,51,41,57,35,13,29.84,29.78,29.71,10,10,10,14,5,22.0,0.00,0,,299<br />
2011-08-30,97,82,66,56,50,44,58,38,17,29.79,29.72,29.64,10,10,10,12,6,15.0,0.00,0,,309<br />
2011-08-31,96,81,66,54,49,41,63,39,15,29.76,29.71,29.67,10,10,10,9,5,21.0,0.00,0,,272<br />
2011-09-01,95,80,65,57,53,47,73,47,20,29.82,29.77,29.73,10,10,7,10,4,15.0,0.00,0,,295<br />
2011-09-02,99,82,65,58,53,45,73,45,17,29.86,29.81,29.75,10,10,6,10,4,,0.00,0,,276<br />
2011-09-03,99,83,66,58,52,42,68,42,16,29.86,29.81,29.76,10,10,6,9,4,14.0,0.00,0,,282<br />
2011-09-04,101,84,66,56,49,36,68,40,11,29.86,29.81,29.76,10,10,9,9,4,14.0,0.00,1,,280<br />
2011-09-05,98,82,65,55,51,47,63,42,20,29.89,29.84,29.79,10,10,10,12,5,21.0,0.00,2,,290<br />
2011-09-06,98,82,65,55,51,46,63,41,18,29.95,29.9,29.86,10,10,9,10,3,17.0,0.00,0,,267<br />
2011-09-07,101,86,71,56,50,41,57,38,18,29.98,29.93,29.88,10,10,9,10,4,13.0,0.00,1,,279<br />
2011-09-08,97,83,69,51,44,34,51,31,11,30.01,29.93,29.86,10,10,10,14,4,20.0,0.00,1,,297<br />
2011-09-09,96,82,67,55,50,44,59,39,19,29.86,29.77,29.67,10,10,8,9,4,13.0,0.00,3,Rain,87<br />
2011-09-10,99,87,74,59,52,46,58,38,18,29.83,29.73,29.66,10,10,3,16,6,18.0,0.00,6,,153<br />
2011-09-11,84,78,72,62,58,51,73,56,39,29.95,29.89,29.8,10,10,8,14,7,16.0,T,7,Rain,299<br />
2011-09-12,90,78,66,61,57,53,73,51,29,30.05,30.0,29.95,10,9,6,12,4,,0.00,4,,315<br />
2011-09-13,93,80,66,58,55,48,73,52,30,30.01,29.97,29.91,10,10,7,9,3,,0.00,3,,337<br />
2011-09-14,95,82,69,59,52,49,57,40,22,29.91,29.85,29.78,10,10,10,9,4,,0.00,2,,315<br />
2011-09-15,94,81,67,57,52,35,59,41,22,29.85,29.8,29.73,10,10,9,12,5,,0.00,1,,308<br />
2011-09-16,86,74,61,51,48,39,67,44,20,29.92,29.86,29.81,10,10,10,16,6,20.0,0.00,1,,306<br />
2011-09-17,87,73,58,51,47,45,62,44,26,30.02,29.97,29.93,10,10,10,10,5,16.0,0.00,1,,301<br />
2011-09-18,92,77,61,54,51,47,67,44,21,30.08,30.01,29.94,10,10,7,13,4,15.0,0.00,0,,274<br />
2011-09-19,97,81,65,55,52,47,63,41,18,30.01,29.94,29.86,10,10,6,12,3,,0.00,1,,296<br />
2011-09-20,98,83,67,56,54,49,63,42,20,29.94,29.87,29.8,10,10,6,13,4,15.0,0.00,1,,279<br />
2011-09-21,99,84,69,58,54,49,66,42,18,29.88,29.84,29.79,10,9,7,12,4,16.0,0.00,1,,305<br />
2011-09-22,99,84,69,57,54,50,64,38,21,29.93,29.88,29.85,10,10,7,7,3,,0.00,1,,43<br />
2011-09-23,101,86,70,59,55,47,61,39,17,29.97,29.9,29.82,10,9,5,10,3,13.0,0.00,4,,171<br />
2011-09-24,97,86,75,55,51,45,46,32,17,29.89,29.83,29.78,10,10,10,15,6,18.0,T,4,,305<br />
2011-09-25,81,71,60,58,52,48,72,53,33,30.02,29.96,29.89,10,10,10,17,10,23.0,0.00,3,,307<br />
2011-09-26,84,72,59,57,54,52,78,56,34,30.05,29.99,29.93,10,10,10,13,6,,0.00,0,,312<br />
2011-09-27,90,77,63,56,55,53,78,55,31,30.04,29.97,29.91,10,10,7,10,4,14.0,0.00,1,,291<br />
2011-09-28,95,80,65,58,56,50,73,48,23,30.01,29.94,29.86,10,10,6,8,3,13.0,0.00,4,,292<br />
2011-09-29,98,82,66,61,57,53,81,52,22,29.91,29.85,29.77,10,9,4,8,2,15.0,0.00,4,,301<br />
2011-09-30,92,79,66,59,57,55,78,55,32,29.89,29.86,29.81,10,9,6,9,4,15.0,0.00,1,,305<br />
2011-10-01,86,73,60,55,52,47,78,53,27,30.02,29.96,29.9,10,10,10,13,7,17.0,0.00,2,,305<br />
2011-10-02,85,73,60,55,53,50,78,55,32,30.05,29.98,29.92,10,10,10,14,5,23.0,0.00,2,,306<br />
2011-10-03,81,70,58,50,47,38,72,50,28,29.96,29.9,29.84,10,10,4,14,7,16.0,0.00,4,,303<br />
2011-10-04,74,67,60,54,50,46,78,58,38,29.93,29.88,29.82,10,10,9,9,3,12.0,0.00,7,,198<br />
2011-10-05,66,60,54,55,50,42,93,69,44,29.88,29.79,29.7,10,8,2,23,10,33.0,0.90,7,Rain,304<br />
2011-10-06,66,59,51,48,44,39,89,65,40,30.05,29.96,29.88,10,10,10,9,3,14.0,0.00,4,,311<br />
2011-10-07,68,59,49,49,46,40,93,68,42,30.19,30.13,30.06,10,8,3,9,3,16.0,0.00,4,,121<br />
2011-10-08,74,64,53,52,48,45,83,59,35,30.14,30.08,30.0,10,10,6,8,3,12.0,0.00,1,,283<br />
2011-10-09,79,67,54,53,50,46,86,59,32,30.04,29.97,29.89,10,9,7,9,3,14.0,0.00,1,,339<br />
2011-10-10,80,67,54,55,52,48,86,61,35,30.01,29.96,29.93,10,7,2,9,3,13.0,0.00,6,,333<br />
2011-10-11,83,72,61,61,58,57,90,67,43,30.03,30.0,29.96,10,10,10,21,9,24.0,0.00,1,,312<br />
2011-10-12,82,71,59,59,58,57,93,69,45,30.09,30.02,29.95,10,9,5,8,3,16.0,0.00,2,,304<br />
2011-10-13,86,74,62,62,59,57,90,65,40,29.99,29.91,29.81,10,8,3,8,2,,0.00,1,,7<br />
2011-10-14,88,75,61,63,60,57,90,63,36,29.88,29.83,29.78,10,8,3,7,2,,0.00,4,,104<br />
2011-10-15,88,76,63,61,60,57,90,63,36,29.9,29.85,29.81,10,7,4,7,2,10.0,0.00,4,,130<br />
2011-10-16,85,73,60,61,57,54,87,61,34,30.05,29.98,29.9,10,9,5,10,4,14.0,0.00,2,,303<br />
2011-10-17,85,72,59,59,57,54,90,62,34,30.12,30.05,29.99,10,8,5,7,1,13.0,0.00,2,,300<br />
2011-10-18,88,74,60,59,57,53,84,58,31,30.05,29.98,29.88,10,8,3,13,3,16.0,0.00,2,,263<br />
2011-10-19,80,70,60,58,55,53,84,62,39,29.99,29.94,29.9,10,9,6,14,9,17.0,0.00,0,,312<br />
2011-10-20,82,69,56,58,55,53,93,66,39,30.03,29.98,29.93,10,8,4,7,2,,0.00,0,,296<br />
2011-10-21,80,69,58,58,56,55,90,66,42,30.13,30.08,30.04,10,8,4,9,3,15.0,0.00,0,,292<br />
2011-10-22,84,72,59,58,56,53,90,64,37,30.12,30.06,29.99,10,8,5,7,1,21.0,0.00,1,,218<br />
2011-10-23,86,72,58,58,54,51,84,57,30,30.02,29.96,29.89,10,8,4,6,2,9.0,0.00,0,,1<br />
2011-10-24,84,71,58,56,53,50,86,60,33,29.99,29.94,29.89,10,8,5,7,2,,0.00,4,,236<br />
2011-10-25,74,65,56,54,49,39,86,59,31,30.04,29.99,29.96,10,9,7,14,7,24.0,0.00,2,,311<br />
2011-10-26,71,61,51,48,44,40,83,58,33,30.12,30.06,30.01,10,10,8,9,4,15.0,0.00,1,,305<br />
2011-10-27,76,63,49,47,39,27,83,50,17,30.09,30.05,29.99,10,8,4,9,2,13.0,0.00,2,,137<br />
2011-10-28,78,63,48,45,39,35,71,48,24,30.14,30.09,30.05,10,9,7,9,1,15.0,0.00,0,,306<br />
2011-10-29,76,62,48,47,44,40,77,54,31,30.16,30.11,30.06,10,7,5,8,2,10.0,0.00,0,,157<br />
2011-10-30,80,65,50,47,44,40,77,51,25,30.13,30.08,30.02,10,7,5,6,1,8.0,0.00,0,,351<br />
2011-10-31,79,65,51,49,45,43,77,54,30,30.07,30.01,29.95,9,7,5,8,2,10.0,0.00,0,,74<br />
2011-11-01,72,62,52,48,43,39,83,59,34,30.06,30.01,29.96,10,9,7,13,5,,0.00,0,,302<br />
2011-11-02,74,62,49,48,35,22,80,48,15,30.17,30.1,30.04,10,8,4,16,3,20.0,0.00,2,,128<br />
2011-11-03,76,61,46,45,35,23,71,43,15,30.04,29.89,29.75,10,10,7,17,4,23.0,0.00,4,Rain,235<br />
2011-11-04,60,52,44,45,39,32,92,66,39,29.91,29.85,29.8,10,10,10,22,7,26.0,0.00,4,,308<br />
2011-11-05,57,48,38,40,36,33,92,68,43,30.06,30.0,29.92,10,10,7,9,3,12.0,0.05,5,Rain,114<br />
2011-11-06,60,53,45,43,41,36,86,67,47,30.11,30.03,29.97,10,10,4,14,4,17.0,0.17,5,Rain,342<br />
2011-11-07,58,49,39,42,39,36,92,70,47,30.28,30.22,30.13,10,9,6,9,2,,0.00,1,,329<br />
2011-11-08,63,51,39,41,38,37,92,66,39,30.34,30.3,30.26,10,8,6,7,1,,0.00,0,,348<br />
2011-11-09,65,52,39,43,38,36,86,62,37,30.34,30.25,30.19,10,8,7,8,2,,0.00,5,,114<br />
2011-11-10,72,57,42,40,35,27,76,48,20,30.19,30.08,29.95,10,10,8,8,1,12.0,0.00,5,,63<br />
2011-11-11,65,59,53,50,40,32,83,57,30,29.93,29.85,29.78,10,10,7,21,7,24.0,0.08,8,Rain,96<br />
2011-11-12,64,57,49,49,48,46,89,73,56,29.94,29.87,29.8,10,9,5,14,5,,T,5,,293<br />
2011-11-13,66,57,48,50,48,46,93,73,52,30.01,29.97,29.93,10,5,2,8,3,13.0,0.00,6,,130<br />
2011-11-14,66,58,49,51,48,46,93,75,56,30.08,30.0,29.94,9,5,1,9,4,,0.00,4,,304<br />
2011-11-15,67,57,46,50,47,43,93,73,52,30.17,30.13,30.08,8,5,2,9,2,13.0,0.00,2,,307<br />
2011-11-16,68,57,45,50,46,43,100,71,42,30.24,30.19,30.14,9,3,0,6,1,,0.00,1,Fog,111<br />
2011-11-17,69,58,46,50,47,44,93,71,49,30.21,30.12,30.02,5,4,2,7,1,9.0,0.00,3,,216<br />
2011-11-18,59,52,45,47,43,39,93,72,51,30.04,30.0,29.95,10,5,0,14,6,16.0,0.00,6,Fog,315<br />
2011-11-19,59,50,41,41,37,33,89,65,40,29.98,29.92,29.86,10,9,6,15,6,18.0,0.00,4,,291<br />
2011-11-20,55,51,47,47,43,38,86,76,66,30.04,29.91,29.84,10,9,3,20,10,23.0,0.30,6,Rain,107<br />
2011-11-21,57,49,41,46,42,38,100,81,62,30.3,30.2,30.05,10,4,0,8,2,9.0,0.00,2,Fog,227<br />
2011-11-22,60,50,40,46,42,38,100,76,51,30.33,30.25,30.13,10,5,1,7,1,12.0,0.00,5,,122<br />
2011-11-23,67,53,38,48,43,37,96,68,40,30.11,29.96,29.85,10,6,3,9,2,10.0,0.00,5,,129<br />
2011-11-24,65,55,45,48,44,42,86,65,44,30.21,30.05,29.91,10,8,4,13,5,15.0,0.00,5,,49<br />
2011-11-25,62,55,47,48,47,45,100,76,52,30.4,30.31,30.22,10,4,0,12,3,,0.00,4,Fog,308<br />
2011-11-26,63,53,42,49,45,41,100,78,56,30.44,30.39,30.33,8,2,0,5,0,,0.00,4,Fog,87<br />
2011-11-27,64,51,38,49,44,36,96,76,56,30.38,30.32,30.27,5,2,0,9,2,,0.00,4,Fog,295<br />
2011-11-28,56,50,44,48,46,43,100,86,72,30.32,30.27,30.22,6,1,0,8,3,,0.00,7,Fog,261<br />
2011-11-29,51,49,46,47,46,44,100,90,80,30.28,30.23,30.19,4,1,0,7,2,12.0,0.00,8,Fog,147<br />
2011-11-30,51,46,40,45,41,24,93,68,42,30.21,30.12,30.0,10,4,1,12,4,17.0,T,6,Rain,315<br />
2011-12-01,69,55,40,39,24,9,76,43,10,30.0,29.95,29.85,10,9,4,31,12,45.0,0.00,0,,13<br />
2011-12-02,59,48,36,34,32,30,79,56,33,30.07,30.01,29.97,10,9,6,12,3,15.0,0.00,2,,135<br />
2011-12-03,58,45,32,34,31,28,89,61,33,30.28,30.14,30.0,9,7,5,8,2,10.0,0.00,0,,18<br />
2011-12-04,57,44,31,30,28,26,75,54,32,30.32,30.23,30.15,10,8,5,7,1,14.0,0.00,1,,127<br />
2011-12-05,60,47,33,30,27,21,82,53,23,30.33,30.25,30.19,10,8,6,9,1,,0.00,1,,65<br />
2011-12-06,60,46,31,29,26,22,75,49,23,30.43,30.37,30.33,10,9,6,6,1,8.0,0.00,1,,230<br />
2011-12-07,59,45,31,30,28,26,78,53,28,30.36,30.25,30.17,10,8,5,8,1,9.0,0.00,1,,337<br />
2011-12-08,59,45,31,32,30,27,85,59,33,30.2,30.16,30.12,8,6,5,7,2,,0.00,1,,145<br />
2011-12-09,62,47,32,33,31,28,89,61,32,30.26,30.2,30.17,7,6,4,5,0,,0.00,0,,36<br />
2011-12-10,60,47,33,34,31,28,89,61,33,30.2,30.12,30.03,6,5,3,6,1,,0.00,5,,90<br />
2011-12-11,56,46,35,35,33,30,82,63,43,30.01,29.92,29.85,6,4,3,8,1,,0.00,3,,23<br />
2011-12-12,55,46,36,38,34,30,82,64,46,29.88,29.79,29.73,6,3,2,7,3,9.0,0.00,6,,311<br />
2011-12-13,58,48,37,38,35,33,86,63,40,30.14,30.01,29.89,9,4,2,9,2,13.0,0.00,3,,315<br />
2011-12-14,58,45,32,38,34,30,89,66,43,30.32,30.26,30.15,8,5,3,8,2,12.0,0.00,0,,64<br />
2011-12-15,55,46,37,40,37,33,89,72,54,30.27,30.21,30.15,10,6,3,15,5,22.0,0.00,4,,289<br />
2011-12-16,53,43,32,41,36,33,100,78,56,30.29,30.24,30.17,10,2,0,9,2,12.0,0.00,3,Fog,112<br />
2011-12-17,58,44,30,39,35,29,100,74,47,30.22,30.18,30.1,8,3,0,8,2,9.0,0.00,3,Fog,62<br />
2011-12-18,61,47,33,38,35,32,96,68,39,30.19,30.13,30.09,7,4,3,12,3,,0.00,1,,298<br />
2011-12-19,55,44,32,38,35,29,96,72,47,30.13,30.09,30.04,6,3,1,8,2,10.0,0.00,0,,135<br />
2011-12-20,57,45,33,40,36,30,96,74,51,30.14,30.09,30.05,4,3,2,8,3,10.0,0.00,1,,360<br />
2011-12-21,58,46,33,39,35,30,92,68,43,30.15,30.1,30.05,5,3,2,12,2,14.0,0.00,0,,302<br />
2011-12-22,56,44,31,39,34,29,92,73,54,30.48,30.32,30.16,3,2,1,6,1,8.0,0.00,2,,146<br />
2011-12-23,56,43,30,36,32,28,92,69,45,30.6,30.54,30.5,4,3,2,9,2,12.0,0.00,3,,101<br />
2011-12-24,58,43,28,33,29,23,85,56,27,30.53,30.48,30.41,5,4,3,5,0,10.0,0.00,0,,-1<br />
2011-12-25,60,45,29,32,29,25,85,59,32,30.45,30.38,30.32,5,4,3,8,2,10.0,0.00,2,,296<br />
2011-12-26,60,45,30,33,30,26,85,61,36,30.36,30.31,30.28,4,3,2,6,1,9.0,0.00,0,,30<br />
2011-12-27,56,43,30,34,30,26,92,65,38,30.4,30.35,30.3,5,3,1,12,2,14.0,0.00,1,,126<br />
2011-12-28,59,45,31,36,32,29,89,63,36,30.4,30.35,30.29,6,4,2,7,2,10.0,0.00,1,,78<br />
2011-12-29,60,49,37,36,34,32,82,61,40,30.3,30.22,30.15,5,3,3,7,2,15.0,0.00,4,,92<br />
2011-12-30,60,47,34,42,36,30,89,64,39,30.24,30.18,30.14,5,3,3,10,2,,0.00,4,,15<br />
2011-12-31,56,47,38,45,40,35,92,79,66,30.29,30.23,30.18,6,3,1,7,1,,0.00,5,,128<br />
2012-01-01,65,50,34,41,36,32,96,68,40,30.28,30.21,30.16,4,3,2,6,1,,0.00,1,,97<br />
2012-01-02,65,50,35,44,36,30,92,62,31,30.3,30.24,30.19,10,5,3,15,4,17.0,0.00,4,,299<br />
2012-01-03,56,47,38,46,41,36,100,81,61,30.38,30.32,30.29,5,2,0,9,2,12.0,0.00,3,Fog,132<br />
2012-01-04,62,49,35,45,40,34,100,74,48,30.4,30.36,30.3,4,2,0,10,3,13.0,0.00,2,Fog,123<br />
2012-01-05,64,52,39,44,41,37,92,68,44,30.34,30.24,30.15,4,3,2,8,2,,0.00,1,,134<br />
2012-01-06,64,51,38,43,40,36,92,68,43,30.18,30.12,30.08,10,5,2,10,2,,0.00,2,,303<br />
2012-01-07,56,46,35,41,38,34,100,78,55,30.21,30.16,30.12,7,3,0,8,2,10.0,0.00,2,Fog,96<br />
2012-01-08,63,50,36,40,36,32,92,63,34,30.28,30.23,30.19,10,5,2,7,2,,0.00,2,,161<br />
2012-01-09,66,51,35,35,33,30,82,56,29,30.28,30.23,30.17,7,6,5,6,1,16.0,0.00,1,,69<br />
2012-01-10,66,51,35,37,33,28,76,53,29,30.19,30.14,30.08,8,6,4,8,2,12.0,0.00,1,,305<br />
2012-01-11,63,49,35,37,34,30,82,58,34,30.16,30.12,30.05,7,4,2,6,1,,0.00,3,,97<br />
2012-01-12,63,49,34,36,33,30,89,63,36,30.17,30.11,30.06,6,4,3,7,1,16.0,0.00,0,,2<br />
2012-01-13,67,51,34,37,31,27,82,53,24,30.27,30.21,30.18,7,5,2,7,2,17.0,0.00,1,,11<br />
2012-01-14,68,51,34,32,28,25,75,49,22,30.25,30.17,30.1,8,6,4,7,2,,0.00,3,,113<br />
2012-01-15,66,52,37,36,28,19,70,44,17,30.1,30.05,29.98,10,8,5,22,6,24.0,0.00,3,,65<br />
2012-01-16,52,42,32,30,24,14,76,50,24,30.34,30.25,30.12,10,10,10,10,5,14.0,0.00,2,,296<br />
2012-01-17,53,41,28,25,20,17,69,48,26,30.43,30.38,30.34,10,10,7,7,1,9.0,0.00,2,,83<br />
2012-01-18,57,44,30,26,24,22,78,53,27,30.43,30.37,30.28,10,9,5,8,2,,0.00,2,,39<br />
2012-01-19,54,43,31,32,26,22,70,53,35,30.28,30.19,30.1,8,6,4,10,2,12.0,0.00,6,Rain,359<br />
2012-01-20,60,53,45,54,36,27,86,59,31,30.17,30.06,29.88,10,7,4,13,8,16.0,0.12,8,Rain,115<br />
2012-01-21,60,55,50,53,45,37,93,72,51,30.19,29.99,29.79,10,8,2,25,14,33.0,0.79,4,Rain,146<br />
2012-01-22,55,48,40,43,40,37,92,76,59,30.22,30.15,30.0,10,10,10,14,5,20.0,0.01,7,Rain,118<br />
2012-01-23,61,53,44,51,46,42,86,79,72,30.15,29.96,29.84,10,9,3,21,9,25.0,0.45,7,Rain,63<br />
2012-01-24,53,46,39,45,43,39,100,86,71,30.45,30.32,30.17,9,3,0,10,1,13.0,0.00,6,Fog,142<br />
2012-01-25,60,49,38,46,42,37,100,79,57,30.48,30.41,30.35,10,5,1,7,1,,0.00,1,,194<br />
2012-01-26,61,51,40,51,45,39,93,77,60,30.37,30.3,30.21,6,4,1,8,1,13.0,0.00,4,,270<br />
2012-01-27,56,54,52,52,50,47,100,89,77,30.3,30.23,30.18,10,4,1,10,5,15.0,0.00,8,,299<br />
2012-01-28,65,56,46,48,45,43,89,67,44,30.36,30.31,30.27,9,7,5,10,1,,0.00,3,,342<br />
2012-01-29,67,54,40,47,43,37,93,68,42,30.3,30.23,30.14,10,4,0,8,2,,0.00,3,Fog,317<br />
2012-01-30,61,50,39,50,44,38,93,74,55,30.14,30.07,30.01,8,4,3,8,1,,0.00,6,,146<br />
2012-01-31,63,54,44,48,45,43,100,74,48,30.2,30.12,30.02,9,3,0,14,3,17.0,0.00,5,Fog,325<br />
2012-02-01,65,54,43,46,44,41,92,70,48,30.25,30.2,30.17,10,7,4,17,7,22.0,0.00,2,,314<br />
2012-02-02,57,51,44,46,44,41,100,86,72,30.2,30.12,30.0,9,3,0,14,6,17.0,0.00,5,Fog,126<br />
2012-02-03,65,51,37,43,36,30,96,62,28,30.08,30.04,30.0,10,8,3,10,3,,0.00,2,,335<br />
2012-02-04,68,53,38,36,31,27,79,51,22,30.13,30.09,30.06,10,10,9,8,1,,0.00,2,,320<br />
2012-02-05,69,54,38,35,31,26,76,49,22,30.14,30.08,30.02,10,10,9,8,2,12.0,0.00,2,,9<br />
2012-02-06,65,53,41,36,32,28,67,47,26,30.04,29.93,29.81,10,10,10,7,2,12.0,0.00,6,,85<br />
2012-02-07,66,60,53,41,36,30,55,41,26,30.09,29.92,29.83,10,10,10,22,5,31.0,T,8,Rain,99<br />
2012-02-08,67,56,45,45,42,40,89,63,37,30.28,30.19,30.1,10,10,9,10,3,,0.00,1,,306<br />
2012-02-09,71,57,43,46,43,40,89,63,37,30.32,30.25,30.16,10,8,5,9,3,,0.00,1,,96<br />
2012-02-10,73,59,44,50,45,41,89,62,35,30.21,30.13,30.04,10,8,6,16,3,,0.00,1,,329<br />
2012-02-11,61,54,47,50,45,41,89,70,51,30.07,30.03,29.98,10,10,6,16,9,22.0,0.06,5,Rain,305<br />
2012-02-12,62,53,43,47,44,41,100,76,51,30.09,30.04,29.99,10,5,0,9,3,,0.00,5,Fog-Rain,321<br />
2012-02-13,54,51,48,48,42,37,93,76,59,30.0,29.97,29.94,10,8,3,21,5,25.0,0.22,7,Rain,285<br />
2012-02-14,56,48,40,41,39,36,93,72,50,30.12,30.08,30.0,10,9,6,10,2,,0.00,6,,126<br />
2012-02-15,56,50,43,43,38,33,89,66,43,30.12,30.04,30.0,10,8,2,16,6,21.0,0.16,5,Rain,309<br />
2012-02-16,60,48,36,39,36,32,92,64,36,30.28,30.22,30.12,10,10,8,9,3,20.0,0.00,1,,70<br />
2012-02-17,65,52,39,41,38,35,92,66,39,30.3,30.23,30.17,10,9,7,7,2,13.0,0.00,1,,54<br />
2012-02-18,63,52,41,46,41,37,86,65,43,30.2,30.12,30.04,10,9,7,17,4,25.0,0.00,5,,323<br />
2012-02-19,59,51,42,42,35,26,86,57,28,30.14,30.09,30.06,10,10,10,15,6,20.0,0.00,4,,322<br />
2012-02-20,62,52,41,41,36,31,82,57,32,30.21,30.15,30.11,10,10,9,9,2,14.0,0.00,4,,319<br />
2012-02-21,63,52,41,41,39,38,89,64,39,30.32,30.27,30.22,10,9,6,13,2,15.0,0.00,5,,59<br />
2012-02-22,68,55,41,44,41,38,89,65,40,30.3,30.2,30.07,10,9,7,7,2,,0.00,4,,6<br />
2012-02-23,70,57,43,46,44,41,89,64,39,30.06,30.0,29.95,10,8,5,9,2,,0.00,2,,337<br />
2012-02-24,77,61,45,47,42,32,86,55,24,30.12,30.07,30.03,10,7,4,12,3,,0.00,1,,55<br />
2012-02-25,66,56,46,40,34,25,71,50,28,30.24,30.16,30.11,10,10,10,24,14,32.0,0.00,2,,306<br />
2012-02-26,60,48,36,35,30,26,70,49,27,30.12,29.99,29.85,10,10,10,17,5,24.0,0.00,4,,101<br />
2012-02-27,54,49,43,41,34,30,83,62,41,29.98,29.86,29.81,10,10,7,14,5,16.0,0.02,7,Rain,354<br />
2012-02-28,56,48,39,42,37,31,100,71,41,30.27,30.19,30.01,10,6,0,8,2,,0.00,5,Fog,106<br />
2012-02-29,59,52,45,48,40,33,86,66,46,30.26,30.22,30.15,10,8,2,22,10,26.0,0.27,7,Rain,112<br />
2012-03-01,59,50,40,42,39,35,89,65,40,30.31,30.24,30.18,10,10,10,14,7,18.0,T,5,,311<br />
2012-03-02,58,50,42,43,40,36,96,72,47,30.37,30.3,30.2,10,7,2,9,2,18.0,0.00,5,,298<br />
2012-03-03,71,55,38,41,37,31,92,58,23,30.38,30.32,30.25,10,8,5,8,1,17.0,0.00,0,,285<br />
2012-03-04,76,59,41,43,39,35,82,55,27,30.26,30.16,30.06,10,10,10,7,1,9.0,0.00,0,,300<br />
2012-03-05,78,61,44,43,40,34,83,52,20,30.09,30.01,29.93,10,10,9,10,3,13.0,0.00,3,,310<br />
2012-03-06,58,51,43,42,28,15,80,50,19,29.94,29.9,29.86,10,10,10,30,16,36.0,0.00,5,,318<br />
2012-03-07,59,47,35,25,18,4,45,32,18,30.24,30.12,29.93,10,10,10,16,4,21.0,0.00,0,,19<br />
